transaction_id,card_number,merchant_name,merchant_category,amount,currency,timestamp,is_fraud,country
ID000026,card_number_26,Demo Merchant_Name 26,credit,406.2,GBP,2026-03-27,False,TN
ID000027,card_number_27,Demo Merchant_Name 27,risk,419.9,GBP,2026-03-28,False,DE
ID000028,card_number_28,Demo Merchant_Name 28,retail,433.6,EUR,2026-03-01,True,DE
ID000029,card_number_29,Demo Merchant_Name 29,retail,447.3,GBP,2026-03-02,False,TN
ID000030,card_number_30,Demo Merchant_Name 30,credit,461.0,USD,2026-03-03,False,TN
ID000031,card_number_31,Demo Merchant_Name 31,operations,474.7,GBP,2026-03-04,False,DE
ID000032,card_number_32,Demo Merchant_Name 32,retail,488.4,EUR,2026-03-05,False,DE
ID000033,card_number_33,Demo Merchant_Name 33,credit,502.1,EUR,2026-03-06,False,FR
ID000034,card_number_34,Demo Merchant_Name 34,credit,515.8,GBP,2026-03-07,False,US
ID000035,card_number_35,Demo Merchant_Name 35,retail,529.5,EUR,2026-03-08,True,FR
ID000036,card_number_36,Demo Merchant_Name 36,credit,543.2,GBP,2026-03-09,False,DE
ID000037,card_number_37,Demo Merchant_Name 37,customer,556.9,EUR,2026-03-10,False,US
ID000038,card_number_38,Demo Merchant_Name 38,retail,570.6,GBP,2026-03-11,False,TN
ID000039,card_number_39,Demo Merchant_Name 39,retail,584.3,EUR,2026-03-12,False,TN
ID000040,card_number_40,Demo Merchant_Name 40,risk,598.0,GBP,2026-03-13,False,US
ID000041,card_number_41,Demo Merchant_Name 41,operations,611.7,USD,2026-03-14,False,DE
ID000042,card_number_42,Demo Merchant_Name 42,credit,625.4,GBP,2026-03-15,True,FR
ID000043,card_number_43,Demo Merchant_Name 43,customer,639.1,EUR,2026-03-16,False,DE
ID000044,card_number_44,Demo Merchant_Name 44,risk,652.8,EUR,2026-03-17,False,TN
ID000045,card_number_45,Demo Merchant_Name 45,credit,666.5,GBP,2026-03-18,False,DE
ID000046,card_number_46,Demo Merchant_Name 46,credit,680.2,USD,2026-03-19,False,FR
ID000047,card_number_47,Demo Merchant_Name 47,retail,693.9,EUR,2026-03-20,False,US
ID000048,card_number_48,Demo Merchant_Name 48,operations,707.6,USD,2026-03-21,False,DE
ID000049,card_number_49,Demo Merchant_Name 49,retail,721.3,USD,2026-03-22,True,DE
ID000050,card_number_50,Demo Merchant_Name 50,customer,735.0,USD,2026-03-23,False,DE
ID000051,card_number_51,Demo Merchant_Name 51,retail,748.7,EUR,2026-03-24,False,TN
ID000052,card_number_52,Demo Merchant_Name 52,operations,762.4,GBP,2026-03-25,False,FR
ID000053,card_number_53,Demo Merchant_Name 53,credit,776.1,GBP,2026-03-26,False,US
ID000054,card_number_54,Demo Merchant_Name 54,credit,789.8,USD,2026-03-27,False,DE
ID000055,card_number_55,Demo Merchant_Name 55,operations,803.5,EUR,2026-03-28,False,FR
ID000056,card_number_56,Demo Merchant_Name 56,operations,817.2,USD,2026-03-01,True,TN
ID000057,card_number_57,Demo Merchant_Name 57,credit,830.9,EUR,2026-03-02,False,TN
ID000058,card_number_58,Demo Merchant_Name 58,risk,844.6,USD,2026-03-03,False,FR
ID000059,card_number_59,Demo Merchant_Name 59,retail,858.3,GBP,2026-03-04,False,US
ID000060,card_number_60,Demo Merchant_Name 60,retail,872.0,EUR,2026-03-05,False,DE
ID000061,card_number_61,Demo Merchant_Name 61,credit,885.7,USD,2026-03-06,False,FR
ID000062,card_number_62,Demo Merchant_Name 62,credit,899.4,USD,2026-03-07,False,FR
ID000063,card_number_63,Demo Merchant_Name 63,risk,913.1,USD,2026-03-08,True,TN
ID000064,card_number_64,Demo Merchant_Name 64,risk,926.8,EUR,2026-03-09,False,FR
ID000065,card_number_65,Demo Merchant_Name 65,customer,940.5,EUR,2026-03-10,False,DE
ID000066,card_number_66,Demo Merchant_Name 66,credit,954.2,EUR,2026-03-11,False,DE
ID000067,card_number_67,Demo Merchant_Name 67,customer,967.9,EUR,2026-03-12,False,DE
ID000068,card_number_68,Demo Merchant_Name 68,retail,981.6,GBP,2026-03-13,False,TN
ID000069,card_number_69,Demo Merchant_Name 69,customer,995.3,EUR,2026-03-14,False,US
ID000070,card_number_70,Demo Merchant_Name 70,operations,1009.0,USD,2026-03-15,True,TN
ID000071,card_number_71,Demo Merchant_Name 71,credit,1022.7,GBP,2026-03-16,False,TN
ID000072,card_number_72,Demo Merchant_Name 72,risk,1036.4,USD,2026-03-17,False,TN
ID000073,card_number_73,Demo Merchant_Name 73,risk,1050.1,GBP,2026-03-18,False,TN
ID000074,card_number_74,Demo Merchant_Name 74,risk,1063.8,USD,2026-03-19,False,FR
ID000075,card_number_75,Demo Merchant_Name 75,risk,1077.5,EUR,2026-03-20,False,TN
ID000076,card_number_76,Demo Merchant_Name 76,customer,1091.2,EUR,2026-03-21,False,FR
ID000077,card_number_77,Demo Merchant_Name 77,risk,1104.9,USD,2026-03-22,True,DE
ID000078,card_number_78,Demo Merchant_Name 78,retail,1118.6,EUR,2026-03-23,False,DE
ID000079,card_number_79,Demo Merchant_Name 79,retail,1132.3,USD,2026-03-24,False,FR
ID000080,card_number_80,Demo Merchant_Name 80,credit,1146.0,EUR,2026-03-25,False,TN
ID000081,card_number_81,Demo Merchant_Name 81,credit,1159.7,EUR,2026-03-26,False,DE
ID000082,card_number_82,Demo Merchant_Name 82,credit,1173.4,EUR,2026-03-27,False,DE
ID000083,card_number_83,Demo Merchant_Name 83,credit,1187.1,USD,2026-03-28,False,DE
ID000084,card_number_84,Demo Merchant_Name 84,risk,1200.8,EUR,2026-03-01,True,US
ID000085,card_number_85,Demo Merchant_Name 85,credit,1214.5,EUR,2026-03-02,False,FR
ID000086,card_number_86,Demo Merchant_Name 86,operations,1228.2,EUR,2026-03-03,False,US
ID000087,card_number_87,Demo Merchant_Name 87,operations,1241.9,GBP,2026-03-04,False,DE
ID000088,card_number_88,Demo Merchant_Name 88,risk,1255.6,GBP,2026-03-05,False,TN
ID000089,card_number_89,Demo Merchant_Name 89,credit,1269.3,GBP,2026-03-06,False,DE
ID000090,card_number_90,Demo Merchant_Name 90,customer,1283.0,USD,2026-03-07,False,US
ID000091,card_number_91,Demo Merchant_Name 91,retail,1296.7,USD,2026-03-08,True,FR
ID000092,card_number_92,Demo Merchant_Name 92,risk,1310.4,GBP,2026-03-09,False,TN
ID000093,card_number_93,Demo Merchant_Name 93,customer,1324.1,EUR,2026-03-10,False,FR
ID000094,card_number_94,Demo Merchant_Name 94,credit,1337.8,USD,2026-03-11,False,US
ID000095,card_number_95,Demo Merchant_Name 95,customer,1351.5,GBP,2026-03-12,False,US
ID000096,card_number_96,Demo Merchant_Name 96,risk,1365.2,EUR,2026-03-13,False,US
ID000097,card_number_97,Demo Merchant_Name 97,credit,1378.9,USD,2026-03-14,False,FR
ID000098,card_number_98,Demo Merchant_Name 98,operations,1392.6,EUR,2026-03-15,True,DE
ID000099,card_number_99,Demo Merchant_Name 99,operations,1406.3,EUR,2026-03-16,False,DE
ID000100,card_number_100,Demo Merchant_Name 100,retail,1420.0,GBP,2026-03-17,False,DE
