transaction_id,card_number,merchant_name,merchant_category,amount,currency,timestamp,is_fraud,country
ID000038,card_number_38,Demo Merchant_Name 38,customer,570.6,GBP,2026-03-11,False,FR
ID000039,card_number_39,Demo Merchant_Name 39,retail,584.3,USD,2026-03-12,False,TN
ID000040,card_number_40,Demo Merchant_Name 40,risk,598.0,USD,2026-03-13,False,FR
ID000041,card_number_41,Demo Merchant_Name 41,credit,611.7,GBP,2026-03-14,False,TN
ID000042,card_number_42,Demo Merchant_Name 42,risk,625.4,USD,2026-03-15,True,US
ID000043,card_number_43,Demo Merchant_Name 43,risk,639.1,EUR,2026-03-16,False,TN
ID000044,card_number_44,Demo Merchant_Name 44,customer,652.8,EUR,2026-03-17,False,TN
ID000045,card_number_45,Demo Merchant_Name 45,retail,666.5,USD,2026-03-18,False,DE
ID000046,card_number_46,Demo Merchant_Name 46,retail,680.2,EUR,2026-03-19,False,US
ID000047,card_number_47,Demo Merchant_Name 47,retail,693.9,EUR,2026-03-20,False,US
ID000048,card_number_48,Demo Merchant_Name 48,customer,707.6,USD,2026-03-21,False,TN
ID000049,card_number_49,Demo Merchant_Name 49,risk,721.3,EUR,2026-03-22,True,DE
ID000050,card_number_50,Demo Merchant_Name 50,risk,735.0,EUR,2026-03-23,False,FR
ID000051,card_number_51,Demo Merchant_Name 51,credit,748.7,USD,2026-03-24,False,US
ID000052,card_number_52,Demo Merchant_Name 52,risk,762.4,GBP,2026-03-25,False,TN
ID000053,card_number_53,Demo Merchant_Name 53,credit,776.1,USD,2026-03-26,False,FR
ID000054,card_number_54,Demo Merchant_Name 54,retail,789.8,GBP,2026-03-27,False,DE
ID000055,card_number_55,Demo Merchant_Name 55,customer,803.5,GBP,2026-03-28,False,DE
ID000056,card_number_56,Demo Merchant_Name 56,operations,817.2,GBP,2026-03-01,True,TN
ID000057,card_number_57,Demo Merchant_Name 57,risk,830.9,GBP,2026-03-02,False,TN
ID000058,card_number_58,Demo Merchant_Name 58,risk,844.6,USD,2026-03-03,False,DE
ID000059,card_number_59,Demo Merchant_Name 59,risk,858.3,USD,2026-03-04,False,US
ID000060,card_number_60,Demo Merchant_Name 60,credit,872.0,EUR,2026-03-05,False,FR
ID000061,card_number_61,Demo Merchant_Name 61,retail,885.7,GBP,2026-03-06,False,FR
ID000062,card_number_62,Demo Merchant_Name 62,credit,899.4,EUR,2026-03-07,False,US
ID000063,card_number_63,Demo Merchant_Name 63,credit,913.1,USD,2026-03-08,True,FR
ID000064,card_number_64,Demo Merchant_Name 64,retail,926.8,GBP,2026-03-09,False,FR
ID000065,card_number_65,Demo Merchant_Name 65,retail,940.5,GBP,2026-03-10,False,DE
ID000066,card_number_66,Demo Merchant_Name 66,risk,954.2,GBP,2026-03-11,False,DE
ID000067,card_number_67,Demo Merchant_Name 67,risk,967.9,USD,2026-03-12,False,DE
ID000068,card_number_68,Demo Merchant_Name 68,operations,981.6,USD,2026-03-13,False,US
ID000069,card_number_69,Demo Merchant_Name 69,retail,995.3,USD,2026-03-14,False,US
ID000070,card_number_70,Demo Merchant_Name 70,risk,1009.0,EUR,2026-03-15,True,TN
ID000071,card_number_71,Demo Merchant_Name 71,retail,1022.7,GBP,2026-03-16,False,US
ID000072,card_number_72,Demo Merchant_Name 72,credit,1036.4,GBP,2026-03-17,False,TN
ID000073,card_number_73,Demo Merchant_Name 73,credit,1050.1,EUR,2026-03-18,False,US
ID000074,card_number_74,Demo Merchant_Name 74,risk,1063.8,EUR,2026-03-19,False,FR
ID000075,card_number_75,Demo Merchant_Name 75,retail,1077.5,GBP,2026-03-20,False,US
ID000076,card_number_76,Demo Merchant_Name 76,operations,1091.2,EUR,2026-03-21,False,TN
ID000077,card_number_77,Demo Merchant_Name 77,operations,1104.9,EUR,2026-03-22,True,US
ID000078,card_number_78,Demo Merchant_Name 78,risk,1118.6,EUR,2026-03-23,False,FR
ID000079,card_number_79,Demo Merchant_Name 79,operations,1132.3,EUR,2026-03-24,False,TN
ID000080,card_number_80,Demo Merchant_Name 80,operations,1146.0,GBP,2026-03-25,False,TN
ID000081,card_number_81,Demo Merchant_Name 81,customer,1159.7,GBP,2026-03-26,False,DE
ID000082,card_number_82,Demo Merchant_Name 82,risk,1173.4,GBP,2026-03-27,False,TN
ID000083,card_number_83,Demo Merchant_Name 83,risk,1187.1,EUR,2026-03-28,False,FR
ID000084,card_number_84,Demo Merchant_Name 84,customer,1200.8,EUR,2026-03-01,True,FR
ID000085,card_number_85,Demo Merchant_Name 85,customer,1214.5,EUR,2026-03-02,False,DE
ID000086,card_number_86,Demo Merchant_Name 86,retail,1228.2,USD,2026-03-03,False,US
ID000087,card_number_87,Demo Merchant_Name 87,retail,1241.9,USD,2026-03-04,False,FR
ID000088,card_number_88,Demo Merchant_Name 88,retail,1255.6,EUR,2026-03-05,False,FR
ID000089,card_number_89,Demo Merchant_Name 89,customer,1269.3,USD,2026-03-06,False,US
ID000090,card_number_90,Demo Merchant_Name 90,customer,1283.0,USD,2026-03-07,False,US
ID000091,card_number_91,Demo Merchant_Name 91,retail,1296.7,USD,2026-03-08,True,US
ID000092,card_number_92,Demo Merchant_Name 92,risk,1310.4,USD,2026-03-09,False,FR
ID000093,card_number_93,Demo Merchant_Name 93,credit,1324.1,USD,2026-03-10,False,FR
ID000094,card_number_94,Demo Merchant_Name 94,risk,1337.8,EUR,2026-03-11,False,FR
ID000095,card_number_95,Demo Merchant_Name 95,customer,1351.5,USD,2026-03-12,False,DE
ID000096,card_number_96,Demo Merchant_Name 96,retail,1365.2,EUR,2026-03-13,False,FR
ID000097,card_number_97,Demo Merchant_Name 97,operations,1378.9,GBP,2026-03-14,False,US
ID000098,card_number_98,Demo Merchant_Name 98,retail,1392.6,EUR,2026-03-15,True,TN
ID000099,card_number_99,Demo Merchant_Name 99,customer,1406.3,USD,2026-03-16,False,TN
ID000100,card_number_100,Demo Merchant_Name 100,risk,1420.0,USD,2026-03-17,False,TN
