transaction_id,card_number,merchant_name,merchant_category,amount,currency,timestamp,is_fraud,country
ID000068,card_number_68,Demo Merchant_Name 68,credit,981.6,USD,2026-03-13,False,DE
ID000069,card_number_69,Demo Merchant_Name 69,operations,995.3,GBP,2026-03-14,False,US
ID000070,card_number_70,Demo Merchant_Name 70,operations,1009.0,EUR,2026-03-15,True,TN
ID000071,card_number_71,Demo Merchant_Name 71,customer,1022.7,USD,2026-03-16,False,US
ID000072,card_number_72,Demo Merchant_Name 72,risk,1036.4,EUR,2026-03-17,False,US
ID000073,card_number_73,Demo Merchant_Name 73,retail,1050.1,USD,2026-03-18,False,DE
ID000074,card_number_74,Demo Merchant_Name 74,retail,1063.8,USD,2026-03-19,False,US
ID000075,card_number_75,Demo Merchant_Name 75,credit,1077.5,GBP,2026-03-20,False,FR
ID000076,card_number_76,Demo Merchant_Name 76,retail,1091.2,USD,2026-03-21,False,US
ID000077,card_number_77,Demo Merchant_Name 77,risk,1104.9,GBP,2026-03-22,True,DE
ID000078,card_number_78,Demo Merchant_Name 78,risk,1118.6,GBP,2026-03-23,False,DE
ID000079,card_number_79,Demo Merchant_Name 79,retail,1132.3,GBP,2026-03-24,False,TN
ID000080,card_number_80,Demo Merchant_Name 80,retail,1146.0,GBP,2026-03-25,False,US
ID000081,card_number_81,Demo Merchant_Name 81,customer,1159.7,GBP,2026-03-26,False,TN
ID000082,card_number_82,Demo Merchant_Name 82,credit,1173.4,USD,2026-03-27,False,US
ID000083,card_number_83,Demo Merchant_Name 83,customer,1187.1,GBP,2026-03-28,False,US
ID000084,card_number_84,Demo Merchant_Name 84,customer,1200.8,EUR,2026-03-01,True,US
ID000085,card_number_85,Demo Merchant_Name 85,credit,1214.5,GBP,2026-03-02,False,FR
ID000086,card_number_86,Demo Merchant_Name 86,risk,1228.2,GBP,2026-03-03,False,DE
ID000087,card_number_87,Demo Merchant_Name 87,retail,1241.9,GBP,2026-03-04,False,US
ID000088,card_number_88,Demo Merchant_Name 88,risk,1255.6,GBP,2026-03-05,False,FR
ID000089,card_number_89,Demo Merchant_Name 89,credit,1269.3,EUR,2026-03-06,False,DE
ID000090,card_number_90,Demo Merchant_Name 90,retail,1283.0,GBP,2026-03-07,False,US
ID000091,card_number_91,Demo Merchant_Name 91,credit,1296.7,USD,2026-03-08,True,US
ID000092,card_number_92,Demo Merchant_Name 92,credit,1310.4,GBP,2026-03-09,False,US
ID000093,card_number_93,Demo Merchant_Name 93,retail,1324.1,EUR,2026-03-10,False,DE
ID000094,card_number_94,Demo Merchant_Name 94,retail,1337.8,GBP,2026-03-11,False,US
ID000095,card_number_95,Demo Merchant_Name 95,credit,1351.5,GBP,2026-03-12,False,FR
ID000096,card_number_96,Demo Merchant_Name 96,risk,1365.2,EUR,2026-03-13,False,FR
ID000097,card_number_97,Demo Merchant_Name 97,risk,1378.9,EUR,2026-03-14,False,DE
ID000098,card_number_98,Demo Merchant_Name 98,retail,1392.6,GBP,2026-03-15,True,DE
ID000099,card_number_99,Demo Merchant_Name 99,customer,1406.3,EUR,2026-03-16,False,FR
ID000100,card_number_100,Demo Merchant_Name 100,operations,1420.0,GBP,2026-03-17,False,TN
