transaction_id,card_number,merchant_name,merchant_category,amount,currency,timestamp,is_fraud,country
ID000022,card_number_22,Demo Merchant_Name 22,customer,351.4,USD,2026-03-23,False,US
ID000023,card_number_23,Demo Merchant_Name 23,operations,365.1,USD,2026-03-24,False,TN
ID000024,card_number_24,Demo Merchant_Name 24,credit,378.8,GBP,2026-03-25,False,US
ID000025,card_number_25,Demo Merchant_Name 25,risk,392.5,USD,2026-03-26,False,DE
ID000026,card_number_26,Demo Merchant_Name 26,operations,406.2,GBP,2026-03-27,False,TN
ID000027,card_number_27,Demo Merchant_Name 27,risk,419.9,EUR,2026-03-28,False,TN
ID000028,card_number_28,Demo Merchant_Name 28,credit,433.6,EUR,2026-03-01,True,DE
ID000029,card_number_29,Demo Merchant_Name 29,credit,447.3,GBP,2026-03-02,False,TN
ID000030,card_number_30,Demo Merchant_Name 30,customer,461.0,USD,2026-03-03,False,TN
ID000031,card_number_31,Demo Merchant_Name 31,customer,474.7,USD,2026-03-04,False,FR
ID000032,card_number_32,Demo Merchant_Name 32,risk,488.4,GBP,2026-03-05,False,US
ID000033,card_number_33,Demo Merchant_Name 33,risk,502.1,GBP,2026-03-06,False,TN
ID000034,card_number_34,Demo Merchant_Name 34,risk,515.8,EUR,2026-03-07,False,TN
ID000035,card_number_35,Demo Merchant_Name 35,retail,529.5,USD,2026-03-08,True,US
ID000036,card_number_36,Demo Merchant_Name 36,operations,543.2,EUR,2026-03-09,False,FR
ID000037,card_number_37,Demo Merchant_Name 37,retail,556.9,USD,2026-03-10,False,US
ID000038,card_number_38,Demo Merchant_Name 38,risk,570.6,GBP,2026-03-11,False,TN
ID000039,card_number_39,Demo Merchant_Name 39,retail,584.3,USD,2026-03-12,False,DE
ID000040,card_number_40,Demo Merchant_Name 40,credit,598.0,GBP,2026-03-13,False,FR
ID000041,card_number_41,Demo Merchant_Name 41,retail,611.7,USD,2026-03-14,False,US
ID000042,card_number_42,Demo Merchant_Name 42,customer,625.4,EUR,2026-03-15,True,US
ID000043,card_number_43,Demo Merchant_Name 43,retail,639.1,EUR,2026-03-16,False,FR
ID000044,card_number_44,Demo Merchant_Name 44,credit,652.8,EUR,2026-03-17,False,FR
ID000045,card_number_45,Demo Merchant_Name 45,risk,666.5,USD,2026-03-18,False,DE
ID000046,card_number_46,Demo Merchant_Name 46,risk,680.2,USD,2026-03-19,False,US
ID000047,card_number_47,Demo Merchant_Name 47,operations,693.9,GBP,2026-03-20,False,US
ID000048,card_number_48,Demo Merchant_Name 48,credit,707.6,GBP,2026-03-21,False,FR
ID000049,card_number_49,Demo Merchant_Name 49,customer,721.3,USD,2026-03-22,True,US
ID000050,card_number_50,Demo Merchant_Name 50,retail,735.0,EUR,2026-03-23,False,TN
ID000051,card_number_51,Demo Merchant_Name 51,operations,748.7,GBP,2026-03-24,False,DE
ID000052,card_number_52,Demo Merchant_Name 52,risk,762.4,GBP,2026-03-25,False,FR
ID000053,card_number_53,Demo Merchant_Name 53,risk,776.1,EUR,2026-03-26,False,DE
ID000054,card_number_54,Demo Merchant_Name 54,credit,789.8,GBP,2026-03-27,False,FR
ID000055,card_number_55,Demo Merchant_Name 55,risk,803.5,USD,2026-03-28,False,DE
ID000056,card_number_56,Demo Merchant_Name 56,risk,817.2,USD,2026-03-01,True,FR
ID000057,card_number_57,Demo Merchant_Name 57,customer,830.9,USD,2026-03-02,False,DE
ID000058,card_number_58,Demo Merchant_Name 58,retail,844.6,GBP,2026-03-03,False,US
ID000059,card_number_59,Demo Merchant_Name 59,credit,858.3,USD,2026-03-04,False,TN
ID000060,card_number_60,Demo Merchant_Name 60,credit,872.0,USD,2026-03-05,False,US
ID000061,card_number_61,Demo Merchant_Name 61,credit,885.7,USD,2026-03-06,False,FR
ID000062,card_number_62,Demo Merchant_Name 62,credit,899.4,EUR,2026-03-07,False,FR
ID000063,card_number_63,Demo Merchant_Name 63,customer,913.1,GBP,2026-03-08,True,TN
ID000064,card_number_64,Demo Merchant_Name 64,risk,926.8,USD,2026-03-09,False,TN
ID000065,card_number_65,Demo Merchant_Name 65,retail,940.5,EUR,2026-03-10,False,DE
ID000066,card_number_66,Demo Merchant_Name 66,retail,954.2,USD,2026-03-11,False,TN
ID000067,card_number_67,Demo Merchant_Name 67,credit,967.9,EUR,2026-03-12,False,TN
ID000068,card_number_68,Demo Merchant_Name 68,credit,981.6,GBP,2026-03-13,False,FR
ID000069,card_number_69,Demo Merchant_Name 69,risk,995.3,USD,2026-03-14,False,FR
ID000070,card_number_70,Demo Merchant_Name 70,retail,1009.0,USD,2026-03-15,True,DE
ID000071,card_number_71,Demo Merchant_Name 71,customer,1022.7,GBP,2026-03-16,False,FR
ID000072,card_number_72,Demo Merchant_Name 72,risk,1036.4,USD,2026-03-17,False,TN
ID000073,card_number_73,Demo Merchant_Name 73,operations,1050.1,EUR,2026-03-18,False,US
ID000074,card_number_74,Demo Merchant_Name 74,risk,1063.8,EUR,2026-03-19,False,US
ID000075,card_number_75,Demo Merchant_Name 75,risk,1077.5,EUR,2026-03-20,False,TN
ID000076,card_number_76,Demo Merchant_Name 76,operations,1091.2,GBP,2026-03-21,False,US
ID000077,card_number_77,Demo Merchant_Name 77,credit,1104.9,EUR,2026-03-22,True,US
ID000078,card_number_78,Demo Merchant_Name 78,credit,1118.6,USD,2026-03-23,False,DE
ID000079,card_number_79,Demo Merchant_Name 79,operations,1132.3,USD,2026-03-24,False,DE
ID000080,card_number_80,Demo Merchant_Name 80,credit,1146.0,EUR,2026-03-25,False,FR
ID000081,card_number_81,Demo Merchant_Name 81,credit,1159.7,EUR,2026-03-26,False,US
ID000082,card_number_82,Demo Merchant_Name 82,risk,1173.4,USD,2026-03-27,False,US
ID000083,card_number_83,Demo Merchant_Name 83,customer,1187.1,GBP,2026-03-28,False,US
ID000084,card_number_84,Demo Merchant_Name 84,customer,1200.8,EUR,2026-03-01,True,DE
ID000085,card_number_85,Demo Merchant_Name 85,operations,1214.5,USD,2026-03-02,False,DE
ID000086,card_number_86,Demo Merchant_Name 86,risk,1228.2,GBP,2026-03-03,False,US
ID000087,card_number_87,Demo Merchant_Name 87,credit,1241.9,GBP,2026-03-04,False,DE
ID000088,card_number_88,Demo Merchant_Name 88,risk,1255.6,USD,2026-03-05,False,DE
ID000089,card_number_89,Demo Merchant_Name 89,operations,1269.3,USD,2026-03-06,False,DE
ID000090,card_number_90,Demo Merchant_Name 90,risk,1283.0,USD,2026-03-07,False,DE
ID000091,card_number_91,Demo Merchant_Name 91,operations,1296.7,GBP,2026-03-08,True,DE
ID000092,card_number_92,Demo Merchant_Name 92,customer,1310.4,EUR,2026-03-09,False,US
ID000093,card_number_93,Demo Merchant_Name 93,customer,1324.1,EUR,2026-03-10,False,FR
ID000094,card_number_94,Demo Merchant_Name 94,customer,1337.8,EUR,2026-03-11,False,TN
ID000095,card_number_95,Demo Merchant_Name 95,operations,1351.5,EUR,2026-03-12,False,TN
ID000096,card_number_96,Demo Merchant_Name 96,retail,1365.2,GBP,2026-03-13,False,DE
ID000097,card_number_97,Demo Merchant_Name 97,risk,1378.9,EUR,2026-03-14,False,TN
ID000098,card_number_98,Demo Merchant_Name 98,customer,1392.6,USD,2026-03-15,True,FR
ID000099,card_number_99,Demo Merchant_Name 99,credit,1406.3,EUR,2026-03-16,False,DE
ID000100,card_number_100,Demo Merchant_Name 100,operations,1420.0,EUR,2026-03-17,False,US
